532322,TOUR_65,ISIR,E8:65:D4:72:AC:61,-71,1,2025-11-17 12:09:22
532322,TOUR_65,eduspot,00:F6:63:C7:2A:71,-72,1,2025-11-17 12:09:22
532333,TOUR_65,ISIR,E8:65:D4:72:AC:69,-76,1,2025-11-17 12:09:22
563549,TOUR_66,ISIR,E8:65:D4:72:A0:E1,-61,11,2025-11-17 12:09:53
563560,TOUR_66,ISIR,E8:65:D4:72:AC:59,-63,6,2025-11-17 12:09:53
563560,TOUR_66,eduroam,00:F6:63:DD:3C:F4,-66,11,2025-11-17 12:09:53
563560,TOUR_66,CONGRES,00:F6:63:DD:3C:F2,-66,11,2025-11-17 12:09:53
563571,TOUR_66,eduspot,00:F6:63:DD:3C:F1,-66,11,2025-11-17 12:09:53
563571,TOUR_66,ISIR,E8:65:D4:4E:A6:81,-67,5,2025-11-17 12:09:53
563593,TOUR_66,eduspot,00:F6:63:C7:2A:71,-75,1,2025-11-17 12:09:53
563603,TOUR_66,ISIR,E8:65:D4:72:AC:61,-75,1,2025-11-17 12:09:53
563604,TOUR_66,eduroam,00:F6:63:AC:D6:34,-75,6,2025-11-17 12:09:53
563604,TOUR_66,CONGRES,00:F6:63:AC:D6:32,-75,6,2025-11-17 12:09:53
563614,TOUR_66,eduspot,00:F6:63:AC:D6:31,-76,6,2025-11-17 12:09:53
563615,TOUR_66,ISIR,E8:65:D4:72:AC:69,-77,1,2025-11-17 12:09:53
563625,TOUR_66,CONGRES,00:F6:63:CE:C6:52,-80,6,2025-11-17 12:09:53
563636,TOUR_66,eduspot,00:F6:63:CE:C6:51,-81,6,2025-11-17 12:09:53
563637,TOUR_66,eduroam,00:F6:63:CE:C6:54,-82,6,2025-11-17 12:09:53
563658,TOUR_66,eduspot,00:F6:63:E6:2E:D1,-83,6,2025-11-17 12:09:53
563701,TOUR_66,eduroam,D8:C7:C8:A8:B9:01,-88,11,2025-11-17 12:09:53
563702,TOUR_66,eduspot,D8:C7:C8:A8:B9:02,-89,11,2025-11-17 12:09:53
786437,ESCLANGON_ETAGE0_GLOBAL,ISIR,E8:65:D4:72:A0:E1,-78,11,2025-11-17 10:48:33
